City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
Pelham (Valleydale Exit Getting Onto I-65 N),AL,Circle,720,Objects Of Light With A Tail Falling From The Sky Then Stopping Mid-Fall And Moving Independently Around The Area Unlike An Aircraft.,10/25/2011,33.2855556,-86.81,720
Boone,NC,Other,10,Large Red/Orange Object Spotted Over Boone Nc.,12/12/2011,36.2166667,-81.6747222,10
Ardmore,AL,Light,900,Saw A Light That Appeared To Be A Star But Was Moving Very Erraticaly Before Shooting Off Directly North.,10/25/2011,34.9919444,-86.8469444,900
Hulett (Near),WY,Light,12,Bright Silver Object With Silver Trail Traveling At High Rate Of Speed.,10/25/2011,44.6827778,-104.6011111,12
Baytown,TX,Light,2,Single Light Moving Very Fast Zig-Sagged Stopped Vanished In 2-3 Seconds,10/25/2011,29.7352778,-94.9772222,2
Boone,NC,Light,30,Large Red Objected Spotted In Boone Nc.,10/25/2011,36.2166667,-81.6747222,30
East Orange,NJ,Formation,7200,4 Lights In The Sky That Swirled Around Our Heads Making A Square/ Diamond Shape And That Followed Us About 9 Blocks Home,10/25/2011,40.7672222,-74.2052778,7200
Buffalo,MN,Oval,7200,Large Oval Object Hovering With Bright Blinking Rotating Colors Of Red/Blue/Green/Yellow/White.  ((Nuforc Note:  Star??  Pd)),10/25/2011,45.1719444,-93.8744444,7200
Anchorage,AK,Circle,300,Orange Circles Climbing Then Fading Away,10/25/2011,61.2180556,-149.9002778,300
Monterey,CA,Chevron,15,Reverse Wing Craft Moving Very Fast Down The Coast With No Lights Noise Or Contrail.,10/25/2011,36.6002778,-121.8936111,15
Skippers,VA,Light,2100,Appeared Low Blurry White Lights Hovering  When It Moved They Golwed A Blurry Red .No Sound,10/25/2011,36.6116667,-77.5469444,2100
Maricopa,AZ,Triangle,5,Triangle Formation Of Lights Followed By Single Light,10/25/2011,33.0580556,-112.0469444,5
Radcliff,KY,Circle,1200,Circular Shaped Object With Lights Around It,10/25/2011,37.8402778,-85.9491667,1200
Renton,WA,Diamond,20,Gray Translucent Elongated Diamond In Shape With A Tail,3/13/2012,47.4830556,-122.2158333,20
Rockport (Aransas Pass),TX,Changing,10800,Possible Ufo Sighting.,10/25/2011,28.0202778,-97.0541667,10800
Colby,KS,Sphere,1800,White Sphere Being Followed.,10/25/2011,39.3958333,-101.0519444,1800
Florence,KY,Teardrop,300,I Came Into Contact With These Aliens And They Took Off As Soon As They Noticed Me.,10/25/2011,38.9988889,-84.6266667,300
Oakland,CA,Sphere,2,Well I Was Just Outside Looking At Regular Aircraft (Live Near Airport) Then I See 5-7 Shiny Flying Spheres About 4000 Ft In The Air ,10/25/2011,37.8044444,-122.2697222,2
Morris,IL,Formation,300,Unexplained Formation Of Red Lights That Slowly Disappeared.,10/30/2012,41.3572222,-88.4211111,300
Troy,MI,Unknown,3600,Two Objects Flashing Lights And Not Moving For Over An Hour,10/30/2012,42.6055556,-83.15,3600
Paradise Valley,AZ,Triangle,15,At Approximately 1:30 Am While Smoking A Cigarette In My Back Yard Movement High Up In The Atmosphere Caught My Eye.,12/20/2012,33.5311111,-111.9419444,15
North Las Vegas,NV,Light,3300,Flashing Lights Moving Objects And Odd Movements,10/30/2012,36.1988889,-115.1166667,3300
New Bern,NC,Triangle,10800,I Realized That At About 3:00 Am As I Was Going Outback To See The Orionid Meteor Shower That There Was A Strange Jumble Of Lights On T,10/30/2012,35.1083333,-77.0444444,10800
Lafayette,LA,Formation,420,I Am Looking For An Explanation To Why Would Something So Big Not Built By Human Intelligence Visit...Me.,2/4/2013,30.2238889,-92.0197222,420
Sarasota,FL,Cylinder,10,This Object Was Extremely Clear And Easy To See Silent And The Dim Lights Were Fascinating To Watch.,10/30/2012,27.3361111,-82.5308333,10
Stewartsville,NJ,Egg,8,What The Heck Was That?,10/30/2012,40.6936111,-75.1113889,8
Turner,ME,Sphere,15,Greyish Sphere Seen By 2 People In Maine.,10/30/2012,44.2563889,-70.2566667,15
Wyoming,MI,Triangle,180,Changing Colored Object Seen By  Manyhovering Over Suburban Neighborhood,10/30/2012,42.9133333,-85.7052778,180
Edgewater,FL,Teardrop,2,I Saw A Neon Green White Hot And Glowing Comet Or Teardrop Shaped Object Falling Out Of The Sky.,10/30/2012,28.9886111,-80.9025,2
Lawrenceville,GA,Changing,1200,Reflective Object Over Lawrenceville Ga. 10/21/12,10/30/2012,33.9561111,-83.9880556,1200
Aurora,CO,Unknown,600,4 Objects Moving And Dancing At Very High Altitude. Shiney Reflective Orbs,10/30/2012,39.7294444,-104.8313889,600
Stanton,MI,Cigar,180,The Wife And I Had A Beautiful Daytime Siting Of A Cigar Shaped Craft Flying Alongside An Airliner. The Siting Lasted About 3 Minutes.,11/19/2012,43.2925,-85.0813889,180
Anchorage,AK,Cylinder,30,Cylindrical Lights Anchorage,10/30/2012,61.2180556,-149.9002778,30
Milford,CT,Circle,420,Overflight Of Two Firey Orbs.,10/30/2012,41.2222222,-73.0569444,420
Palm Bay,FL,Circle,900,No Common Aircraft Sounds Were Heard.,10/30/2012,28.0341667,-80.5888889,900
State College,PA,Circle,300,Orange/ Red Orb Hovering Over State College Moving Slightly In All Directions,10/30/2012,40.7933333,-77.8602778,300
Atlanta,GA,Oval,2700,They All Had Blinking Lights And Were Round In Shape Via The Orientation Of The Bright Orange Lights When I Took Photos.,10/30/2012,33.7488889,-84.3880556,2700
Seguin (Near),TX,Flash,2700,Lite In Same Area Goes Out Then Comes Back Really Bright Cant See Shape. It Doesnt Apear Like Plane Activity Or A Lite Pole.,10/30/2012,29.5686111,-97.9644444,2700
Surprise,AZ,Triangle,300,Two Craft With Bright Orange Lights And No Sound.,10/30/2012,33.6305556,-112.3325,300
Cleveland,OH,Disk,120,As I Was Driving My Friend Home We Both Saw What Appeared To Be An Airplane On I-90 East Towards Cleveland.,10/30/2012,41.4994444,-81.6955556,120
Cranston,RI,,90,Large Orange Ball Over Rhode Island.,10/30/2012,41.7797222,-71.4377778,90
Cottonwood,AZ,Light,420,Red White Blue Flashing Lights,10/23/2013,34.7391667,-112.0091667,420
Sugar Land,TX,Fireball,30,Sugar Land Tx White Streak With Green Burst.,10/23/2013,29.6194444,-95.6347222,30
Milwaukee,WI,Unknown,10,I Was Pulling Into Work At 6:36Am And A Bright Blue Light Lit Up The Sky.  There Were Many Clouds And This Light Was Behind Them.  It F,10/23/2013,43.0388889,-87.9063889,10
Framingham,MA,Other,300,Two Objects Seen North Of Mass Pike (Framingham-Southboro-Westboro.,10/23/2013,42.2791667,-71.4166667,300
San Antonio,TX,Triangle,60,Triangle Shape.,10/23/2013,29.4238889,-98.4933333,60
Houston,TX,Sphere,5,Bright Blue Orb Shot Fast Across The Sky. No Fade No Trail No Sound.,10/23/2013,29.7630556,-95.3630556,5
Versailles,MO,Fireball,1800,Yellow/Orange Colored Orb Seen For Approximately 30 Minutes.,10/23/2013,38.4313889,-92.8408333,1800
Katy,TX,Light,20,Third Ufo Sighting.,10/23/2013,29.7855556,-95.8241667,20
Two Rivers,WI,Oval,900,Unexplained Lights Over Lake Michigan And Lake Shore.,11/11/2013,44.1538889,-87.5691667,900
Watertown,MA,Fireball,600,Fast-Moving Illuminated Object Similar To Fireball Silently Crosses Evening Sky And In An Instant Plunges About 100 Feet,10/23/2013,42.3708333,-71.1833333,600
Wilson,OK,Light,240,Strange Bright Star Moving Oddly While Military Jets Fly By It.,10/23/2013,34.1619444,-97.4255556,240
Barnegat,NJ,Fireball,60,Object Appearing To Be A Burning Object Flew Low At Constant Speed And Altitude.,10/23/2013,39.7530556,-74.2233333,60
Oxford,PA,Oval,30,Red/Orange Oval Object Fell Diagonally From The Sky And Disappeared.  Left Behind A Trail Of Smoke.,10/23/2013,39.7852778,-75.9791667,30
Cleveland,OK,Teardrop,900,Bright Lights Hovering In The Sky Low To The Ground Disappeared Out Of Sight Within A Few Minutes.,10/23/2013,36.31,-96.4638889,900
Imperial,MO,Diamond,300,We Were Sitting On Back Deck Talking And Looking At The Moon And Ski She We Saw A Glowing Diamond Like Shape In Ski.,10/23/2013,38.3697222,-90.3783333,300
Twin Lakes,WI,Light,900,Ufo Glowing Circle Of Light Perfectly Still Then Vanishes.,10/23/2013,42.5311111,-88.2480556,900
Pittsburgh,PA,Disk,300,Like Something I Had Never Seen At The Time Or Have Ever Seen Again,10/20/2005,40.4405556,-79.9961111,300
Irvine,CA,Sphere,900,Dot Of Light Making Imposable Turn,7/4/2012,33.6694444,-117.8222222,900
Fishkill,NY,Formation,600,Lights Over Fishkill N.y.,10/12/2001,41.5355556,-73.8994444,600
Bingen,WA,Fireball,900,I Was Car Camping With Some Friends At Bingen Marina. I Was Awakened By What I Thought Was A Car Pulling Into The Parking Lot.  (No Car,4/2/1999,45.715,-121.4633333,900
Santa Rosa,CA,,25,Woman Goes Out To Smoke Witnesses Overhead Something Flapping Its Wings Like A Pteradactyl.  Obj. Flew Nw. Had Blue Lights.,11/2/1999,38.4405556,-122.7133333,25
Farmington,MN,,5,Man Witnesses Very Small Very Bright Light Descending Rapidly In Ne Sky.  Approx. 1/10 Diameter Of Moon.,11/2/1999,44.6402778,-93.1433333,5
Ringgold,GA,Circle,120,My Mother And I Were Driving Down Alabama Hwy When A Round Silver Shiny Object Appeared In My Driver Side Window. It Stayed Right Besid,8/5/2012,34.9158333,-85.1091667,120
Los Angeles (Malibu Beach),CA,Sphere,3,Oval Spheric Object Moving Fast And Straight,10/28/2002,34.0522222,-118.2427778,3
Sedona,AZ,Fireball,300,Object Like A White Fireball With A Short Tail Hovering,11/1/1998,34.8697222,-111.7602778,300
El Monte,CA,Circle,600,I Noticed Three Craft Flying In A Straght Line With A Fourth Craft Flying Between The Second Two Making A Right Trangle Off To The Ri,2/16/1999,34.0686111,-118.0266667,600
Bettendorf,IA,Light,60,Heavy Blue Light Beamed Down And Chased Family In House Simular To 50 Foot Wide Search Light.,11/1/1998,41.5244444,-90.5155556,60
Alhambra,CA,Light,3,Luminous Green Object Seen In Slow Descent Before Winking Out.,10/19/1999,34.0952778,-118.1261111,3
Tulsa,OK,Chevron,5,Looked Up The Light Was Just North Of My House I Realised Then That It Was A Formation Of 5 Lights But The Body Of The Craft Was Visibl,10/2/1999,36.1538889,-95.9925,5
Lewiston,NY,Other,15,We Were Fishing In The Lower Niagara River Near The Water Intakes For The Power Plant Just Upstream From The Riverside Inn.,10/19/1999,43.1725,-79.0361111,15
Prairie City,OR,Cigar,30,Appeared To Be Jet With Short Vapor Trail Then Vapor Changed To Something Like A Fireman Spraying With A Fog Or Fan Spray That Spread W,10/19/1999,44.4633333,-118.7088889,30
Tracy,CA,Other,20,Ablation Cone With Trailing Smoke Contrail Moving South To North.  Extingushed At Near Overhead.  Cone Angle 20 Approx. Deg.,10/19/1999,37.7397222,-121.4241667,20
Newport,OR,Changing,7200,Original Sighting Was That Of A Pyramid Of Lights However The Shape Of Those Lights Changed In What I Believe To Be The Rotating Of A,10/19/1999,44.6369444,-124.0522222,7200
Vicksburg,MS,Circle,120,Large Object Seemed To Be Hovering Over The Trees.,10/19/1999,32.3525,-90.8777778,120
Kalispell,MT,Chevron,5,Group Of 5 (Perhaps 7) Faint Diffuse Eliptical White Lights Traveling Quite Quickly North To South.  Relatively Low Altitude; Discer,10/19/1999,48.1958333,-114.3119444,5
Crossville,TN,Circle,8,More Pulsing Red Lights In The Night Sky,12/2/2000,35.9488889,-85.0269444,8
Fairbanks,AK,,300,Lights Gradually Coming On And Then Going Off In Formation.,12/23/2002,64.8377778,-147.7163889,300
San Antonio,TX,Light,900,Three Bright Large Lights In Sky--Loose Formation?,12/2/2000,29.4238889,-98.4933333,900
Sandyville,WV,Egg,300,Red Glowing Blimp-Like Object Hovering Over A Field,10/12/2001,38.9058333,-81.6608333,300
Easton (Forks Twsp.),PA,Triangle,420,Craftt In The Treetops,11/20/2001,40.6883333,-75.2211111,420
Latrobe,PA,Fireball,2,Fireball Reported From Various Locations Of Pennsylvania,10/12/2001,40.3211111,-79.3797222,2
Howell,MI,Fireball,3,At 7:39 Pm Tuesday October 2 I Was Driving East On Clyde Rd. Which Is A Dirt Road 4 Miles North Of Howell Mi.  I Was 1 Mile West Of,10/12/2001,42.6072222,-83.9294444,3
Maple Valley,WA,Other,2,The Object Sighted Was The Same Size Shape And Color Of A Medium Sized Star Traveling Diagnally But Seemed Strange.,10/12/2001,47.4066667,-122.0375,2
Northford,CT,Egg,23,A Glow In The Sky......,12/23/2002,41.3936111,-72.7916667,23
Kerrville,TX,Circle,15,First I Saw 8 White Lights In A V Formation Of Wich I Thought To Be One Single Craft With The 8 Lights On It .Then They Moved West Towa,10/7/2003,30.0472222,-99.14,15
Charlotte,NC,Oval,120,Small Orange Oblong Craft Seen Over Charlotte Nc At 19:14 On October 02 2003,10/7/2003,35.2269444,-80.8433333,120
Mobile,AL,Chevron,15,Fast Moving Chevron/ V Formation Of Lights,10/7/2003,30.6941667,-88.0430556,15
Bayfield,CO,Triangle,300,Flying Triangle In Bayfield Co,10/31/2003,37.2255556,-107.5975,300
Goose Creek,SC,Diamond,60,Object Moved The Full View Of Night Sky In Less Than 60 Seconds,10/7/2003,32.9808333,-80.0327778,60
Marlette,MI,Light,3,Strange Light Seen By 2  Private Pilots From Light Aircraft At Night At Appx 3500 Feet Agl To The Ne Over Thumb Of Michigan,10/7/2003,43.3269444,-83.0802778,3
Pueblo West,CO,Other,15,Intense Red Light Spinning Rapidly Droning Sound.,10/31/2003,38.35,-104.7222222,15
East Rochester,NY,Unknown,600,Early Morning Silent Runner,10/27/2004,43.1086111,-77.4877778,600
Bristol,TN,Triangle,600,Large Triangle Shaped Object Witnessed With Possible Injuries,10/27/2004,36.595,-82.1888889,600
Flint,MI,Sphere,30,White Sphere Flies Out Of Contrail.,10/27/2004,43.0125,-83.6875,30
St. Louis,MO,Unknown,600,Sat. Oct 2Nd. 3:23 - 3:30 Pm. St. Louis Mo. Object Hoovering In The Sky With Flashing Light.,10/27/2004,38.6272222,-90.1977778,600
Burnsville,MN,Diamond,120,I Saw A Diamond-Shaped Silver Object Hovering With Little To No Motion In The Southward Sky.,10/27/2004,44.7677778,-93.2775,120
West Covina,CA,Unknown,600,White Caterpillar Contrails Over Los Angeles County,10/27/2004,34.09,-117.8894444,600
Louisville,KY,Oval,300,My 2 Children And I Saw 2 Oval Objects In The Sky Above The Sunset Over A Busy Interstate I Took Pictures.,10/27/2004,38.2541667,-85.7594444,300
Orange Beach,AL,Light,900,Observed Light At High Altitude Chane Directions In An Impossible Way.,10/27/2004,30.2941667,-87.5736111,900
Huntington Beach,CA,Light,240,Orange Light Traveling Parallel To The Pacific Coast Emitting Streaks Of Orange Light.,7/5/2005,33.6602778,-117.9983333,240
South Attleboro,MA,Triangle,60,Large Triangular Object Close To Ground.,10/27/2004,41.9083333,-71.3625,60
Heflin,AL,Circle,300,Object With Bright Red Light Hovered Above My Car Siletly And Followed Me For About Five Minutes Then Disappeared.,8/7/2007,33.6488889,-85.5875,300
Edina,MN,Formation,5,Triangle Formation,10/11/2005,44.8897222,-93.3497222,5
Westfield,MA,Light,5400,Three Bright Lights Appeard At Different Times.  Moving In Zig-Zag Patterns In The Sky Over A Long Period Of Time.,10/11/2005,42.125,-72.75,5400
Chicago,IL,Light,240,I Saw A Red Lite Moving Accross The Sky Very Slowly And Totally Silent.,10/11/2005,41.85,-87.65,240
Dividing Creek,NJ,Circle,600,Round Red Object Flew Liesurely Then Soared  At Tree Level-Its Color Intensified And It Quickly Zig-Zagged (3X) Then Traveled Away.,10/20/2005,39.2702778,-75.1013889,600
San Marcos,TX,Diamond,5400,Very Bright Light Was Seen Over South Direction,10/11/2005,29.8830556,-97.9411111,5400
Providence,RI,Changing,300,White Tear Drop Shaped Object That Was Visible To The Naked Eye That I Noticed After An Aircraft Flew Overhead.,10/11/2005,41.8238889,-71.4133333,300
New York City (Manhattan),NY,Other,180,Did Anyone See A Very Strange Object Flying Above New York City On October 2 2005?  I Have Pictures,2/14/2006,40.7141667,-74.0063889,180
Strasburg,CO,Oval,900,Metallic Oval Or Cylinder  Daytime Visable For 15 Min Splits Into 3 Objectsstrasburg Colorado,10/11/2005,39.7383333,-104.3227778,900
Hillsborough,NJ,Triangle,300,Very Large Bright Orange Triangle Shaped Object Moving Slowly Through The Sky.,10/11/2005,40.4775,-74.6272222,300
Amelia,OH,Unknown,2,Frisby-Like Sound Outside Of Window Around Midnight.,10/30/2006,39.0283333,-84.2177778,2
Portland,OR,Circle,5400,I Was Sitting Outside On My Porch After Midnight. As I Sat There I Looked Out Above My Neighbors House To See Two Stars About An Inch A,10/30/2006,45.5236111,-122.675,5400
Mckinney,TX,Fireball,2,While Driving Along Intersate 380 Toward The West In Mckinney Texas On My Left Out Of My Peripheral Vision I Could See What Appeared,10/30/2006,33.1975,-96.615,2
Crozet,VA,Other,1.5,Squiggle Of Light Right Over The Car In The Fog,10/30/2006,38.0694444,-78.7008333,1.5
Denver,CO,Chevron,30,My Sister And I Grew Up In A Model Aviation Building/Flying Family And We Both Have A Keen Knowledge Of The State Of Aviation Art In Fl,10/30/2006,39.7391667,-104.9841667,30
New York City (Brooklyn),NY,Changing,600,Photos Of A Ufo Above Manhattan.,10/30/2006,40.7141667,-74.0063889,600
Wickenburg,AZ,Formation,240,4 Yellow Lights Aligned In A Crescent Shape Appeared Then Disappeared.,10/30/2006,33.9686111,-112.7288889,240
Joplin,MO,Light,420,Two Bright Lights Turn Into 20 To 30 Planes,10/30/2006,37.0841667,-94.5130556,420
Huntington Beach,CA,Light,600,Large Craft With Two Red Lights Hovering In Sky Tracked By A Police Helicopter For Several Minutes.,10/30/2006,33.6602778,-117.9983333,600
Huntington Beach,CA,Changing,420,Ufo Over Huntington Beach Ca With Helicopter Circling It,10/30/2006,33.6602778,-117.9983333,420
New York City (Manhattan),NY,Unknown,60,U Shaped Formation Of 15-20 Yellow Lights Flew From Southward Above New York City At Approximately 11Pm On Monday October 2 2006,10/30/2006,40.7141667,-74.0063889,60
Metairie,LA,Unknown,30,Object Over New Orleans Streaked Out Of Sight In A Flash Followed With A Sonic Boom.,10/8/2007,29.9838889,-90.1527778,30
Everett,WA,Light,1200,A Bright Yellowish Light Over The I-5 Freeway In Western Washington.,1/10/2009,47.9791667,-122.2008333,1200
Claremont,CA,Circle,7200,Woke Up At Around 3Am To Use The Bathroom When I Noticed A Bright Light Coming In My Bedroom Window.  ((Nuforc Note:  Venus.  Pd)),10/8/2007,34.0966667,-117.7188889,7200
Murrysville,PA,Light,3600,Sitting In The Sky Bright Light And Just Still Seen It 3 Times Now On Different Nights. ((Nuforc Note:  Venus.  Pd)),10/8/2007,40.4283333,-79.6977778,3600
Houston,TX,Light,600,Strobbing Orb  ((Nuforc Note:  Venus??  Pd)),10/8/2007,29.7630556,-95.3630556,600
Cottonwood,AZ,Triangle,120,Triangle Or Three-Light Formation Seen In Daylight,10/8/2007,34.7391667,-112.0091667,120
Lubec,ME,Circle,15,Low Flying  Bright Object Appeared To Zigzag  And Hover.,11/28/2007,44.8605556,-66.9847222,15
Colorado Springs,CO,Triangle,1200,The Second Object Appreared Suddenly Then Flickered Out As The First Object Returned The Way It Had Come.,10/8/2007,38.8338889,-104.8208333,1200
